shipment_id,ship_date,delivery_date,carrier,mode,origin_city,origin_state,destination_city,destination_state,distance_miles,promised_days,actual_days,delayed_flag,shipping_cost,customer_segment
SHP001832,2025-04-23,2025-05-01,DHL Supply Chain,LTL,GACity3,GA,CACity2,CA,1998,5,8,1,1913.77,Retail
SHP001833,2025-12-11,2025-12-13,DHL Supply Chain,LTL,CACity1,CA,FLCity3,FL,171,2,2,0,155.26,Consumer
SHP001834,2025-10-02,2025-10-08,Old Dominion,FTL,ILCity2,IL,AZCity3,AZ,459,3,6,1,892.4,Manufacturing
SHP001835,2025-02-26,2025-03-06,XPO,FTL,TXCity2,TX,AZCity3,AZ,209,7,8,1,394.5,Consumer
SHP001836,2025-05-26,2025-06-01,DHL Supply Chain,FTL,PACity3,PA,ILCity1,IL,1448,6,6,0,1494.52,Manufacturing
SHP001837,2025-10-31,2025-11-03,Old Dominion,Ground,AZCity3,AZ,ILCity3,IL,1194,2,3,1,2410.89,Manufacturing
SHP001838,2025-08-14,2025-08-21,AIT Logistics Partner,Ground,NJCity3,NJ,AZCity1,AZ,742,5,7,1,935.48,Industrial
SHP001839,2025-01-29,2025-02-04,XPO,Ground,PACity3,PA,FLCity3,FL,1390,7,6,0,2114.49,Retail
SHP001840,2025-02-02,2025-02-09,DHL Supply Chain,Intermodal,ILCity3,IL,FLCity3,FL,1858,6,7,1,1871.85,Consumer
SHP001841,2025-08-15,2025-08-20,DHL Supply Chain,Air,CACity1,CA,TXCity1,TX,2165,6,5,0,2012.19,Manufacturing
SHP001842,2025-11-01,2025-11-07,XPO,LTL,FLCity3,FL,GACity1,GA,250,5,6,1,299.2,Healthcare
SHP001843,2025-07-03,2025-07-10,AIT Logistics Partner,Intermodal,FLCity2,FL,TXCity1,TX,2411,5,7,1,4212.63,Retail
SHP001844,2025-11-18,2025-11-26,UPS Supply Chain,Intermodal,NCCity3,NC,PACity2,PA,1341,7,8,1,2768.34,Consumer
SHP001845,2025-09-14,2025-09-20,DHL Supply Chain,LTL,AZCity2,AZ,ILCity1,IL,2269,3,6,1,2293.93,Retail
SHP001846,2025-08-13,2025-08-19,FedEx Freight,LTL,NCCity2,NC,GACity1,GA,369,3,6,1,382.23,Consumer
SHP001847,2025-09-07,2025-09-13,AIT Logistics Partner,FTL,OHCity2,OH,FLCity2,FL,2367,4,6,1,4915.39,Industrial
SHP001848,2025-10-28,2025-11-05,AIT Logistics Partner,Intermodal,NCCity3,NC,CACity2,CA,1608,7,8,1,2753.85,Manufacturing
SHP001849,2025-11-05,2025-11-11,UPS Supply Chain,FTL,GACity1,GA,OHCity3,OH,501,7,6,0,864.85,Healthcare
SHP001850,2025-03-17,2025-03-24,DHL Supply Chain,FTL,NJCity1,NJ,AZCity2,AZ,2530,4,7,1,4862.59,Retail
SHP001851,2025-05-14,2025-05-19,DHL Supply Chain,FTL,NCCity3,NC,TXCity3,TX,1251,5,5,0,2120.24,Consumer
SHP001852,2025-03-03,2025-03-06,DHL Supply Chain,Ground,AZCity3,AZ,PACity1,PA,1143,2,3,1,1919.35,Industrial
SHP001853,2025-04-20,2025-04-28,AIT Logistics Partner,Intermodal,OHCity1,OH,PACity1,PA,2302,7,8,1,3741.69,Healthcare
SHP001854,2025-08-24,2025-08-31,DHL Supply Chain,Air,CACity3,CA,AZCity2,AZ,1953,5,7,1,3439.1,Retail
SHP001855,2025-02-04,2025-02-10,XPO,FTL,NCCity1,NC,PACity1,PA,439,4,6,1,686.83,Healthcare
SHP001856,2025-08-30,2025-09-03,UPS Supply Chain,LTL,AZCity1,AZ,PACity2,PA,303,5,4,0,465.83,Manufacturing
SHP001857,2025-02-18,2025-02-25,Old Dominion,FTL,CACity2,CA,FLCity1,FL,2161,5,7,1,4527.53,Manufacturing
SHP001858,2025-09-15,2025-09-18,DHL Supply Chain,LTL,CACity2,CA,AZCity1,AZ,1099,3,3,0,1914.97,Healthcare
SHP001859,2025-02-04,2025-02-06,Old Dominion,FTL,AZCity2,AZ,CACity1,CA,1963,2,2,0,2360.64,Retail
SHP001860,2025-07-02,2025-07-07,Old Dominion,Ground,ILCity2,IL,AZCity1,AZ,2424,6,5,0,4778.41,Industrial
SHP001861,2025-06-19,2025-06-22,UPS Supply Chain,Air,AZCity1,AZ,NCCity1,NC,199,3,3,0,377.15,Retail
SHP001862,2025-02-07,2025-02-10,XPO,Intermodal,PACity3,PA,NCCity3,NC,2591,2,3,1,5276.42,Manufacturing
SHP001863,2025-11-25,2025-12-02,DHL Supply Chain,Air,NJCity3,NJ,FLCity2,FL,2485,5,7,1,2259.52,Consumer
SHP001864,2025-09-12,2025-09-19,DHL Supply Chain,Ground,NJCity3,NJ,AZCity2,AZ,502,6,7,1,627.43,Retail
SHP001865,2025-02-11,2025-02-18,XPO,Intermodal,CACity3,CA,FLCity2,FL,2531,7,7,0,5216.19,Industrial
SHP001866,2025-08-24,2025-08-27,XPO,Intermodal,FLCity1,FL,GACity1,GA,358,4,3,0,742.09,Consumer
SHP001867,2025-06-07,2025-06-14,DHL Supply Chain,Air,NCCity1,NC,OHCity2,OH,1703,5,7,1,3546.76,Consumer
SHP001868,2025-06-30,2025-07-01,Old Dominion,Intermodal,CACity3,CA,CACity3,CA,316,1,1,0,570.01,Consumer
SHP001869,2025-09-01,2025-09-03,UPS Supply Chain,FTL,NCCity1,NC,OHCity1,OH,1949,3,2,0,2652.09,Consumer
SHP001870,2025-10-04,2025-10-07,FedEx Freight,LTL,NCCity2,NC,TXCity1,TX,218,3,3,0,261.64,Healthcare
SHP001871,2025-04-08,2025-04-14,AIT Logistics Partner,Intermodal,PACity3,PA,NCCity1,NC,2092,3,6,1,2951.68,Industrial
SHP001872,2025-04-04,2025-04-13,UPS Supply Chain,Air,OHCity3,OH,ILCity2,IL,1691,6,9,1,3133.65,Healthcare
SHP001873,2025-03-11,2025-03-17,AIT Logistics Partner,Ground,CACity3,CA,ILCity2,IL,2206,6,6,0,3924.8,Healthcare
SHP001874,2025-03-27,2025-04-02,XPO,Intermodal,NJCity2,NJ,ILCity1,IL,2032,6,6,0,3318.68,Manufacturing
SHP001875,2025-03-02,2025-03-05,XPO,Air,OHCity3,OH,ILCity2,IL,694,3,3,0,915.01,Consumer
SHP001876,2025-01-10,2025-01-17,FedEx Freight,FTL,TXCity3,TX,ILCity2,IL,1261,7,7,0,2189.28,Industrial
SHP001877,2025-08-13,2025-08-20,FedEx Freight,Intermodal,AZCity3,AZ,ILCity2,IL,2581,4,7,1,5379.63,Industrial
SHP001878,2025-07-13,2025-07-17,UPS Supply Chain,FTL,CACity2,CA,OHCity1,OH,1058,2,4,1,2047.88,Retail
SHP001879,2025-11-10,2025-11-15,AIT Logistics Partner,LTL,CACity1,CA,ILCity1,IL,1853,5,5,0,2264.83,Consumer
SHP001880,2025-07-22,2025-07-26,XPO,LTL,NJCity3,NJ,NCCity2,NC,1049,4,4,0,2062.7,Healthcare
SHP001881,2025-04-04,2025-04-11,UPS Supply Chain,Ground,NCCity2,NC,NCCity1,NC,2157,4,7,1,4205.51,Consumer
SHP001882,2025-03-23,2025-03-26,Old Dominion,Intermodal,CACity3,CA,FLCity2,FL,1230,3,3,0,2216.61,Manufacturing
SHP001883,2025-02-02,2025-02-09,FedEx Freight,FTL,NJCity2,NJ,NCCity1,NC,279,6,7,1,362.97,Industrial
SHP001884,2025-06-12,2025-06-18,Old Dominion,Air,AZCity2,AZ,PACity1,PA,1365,4,6,1,2830.52,Healthcare
SHP001885,2025-08-12,2025-08-15,XPO,Air,AZCity2,AZ,AZCity1,AZ,672,3,3,0,1389.81,Industrial
SHP001886,2025-04-01,2025-04-02,AIT Logistics Partner,Intermodal,OHCity1,OH,AZCity1,AZ,346,2,1,0,657.02,Industrial
SHP001887,2025-12-26,2025-12-28,UPS Supply Chain,Air,CACity3,CA,CACity2,CA,912,2,2,0,860.48,Healthcare
SHP001888,2025-08-10,2025-08-14,FedEx Freight,Ground,CACity2,CA,NCCity2,NC,684,4,4,0,718.21,Consumer
SHP001889,2025-08-07,2025-08-13,Old Dominion,Air,CACity2,CA,NCCity3,NC,1290,5,6,1,1163.9,Manufacturing
SHP001890,2025-03-29,2025-03-31,Old Dominion,Air,NJCity1,NJ,OHCity1,OH,1972,2,2,0,4102.38,Healthcare
SHP001891,2025-09-14,2025-09-21,XPO,Air,NCCity1,NC,FLCity2,FL,1323,7,7,0,2547.18,Consumer
SHP001892,2025-07-18,2025-07-25,DHL Supply Chain,FTL,PACity1,PA,NCCity2,NC,2032,4,7,1,3062.15,Consumer
SHP001893,2025-03-17,2025-03-24,Old Dominion,Intermodal,PACity1,PA,NCCity1,NC,647,4,7,1,655.78,Industrial
SHP001894,2025-04-10,2025-04-16,Old Dominion,Intermodal,CACity3,CA,NCCity2,NC,1584,3,6,1,2445.86,Retail
SHP001895,2025-07-27,2025-07-31,AIT Logistics Partner,Air,PACity3,PA,TXCity1,TX,1354,4,4,0,1142.63,Manufacturing
SHP001896,2025-04-20,2025-04-22,DHL Supply Chain,Air,GACity3,GA,AZCity2,AZ,177,2,2,0,231.04,Healthcare
SHP001897,2025-12-24,2025-12-29,FedEx Freight,Air,TXCity3,TX,ILCity1,IL,193,4,5,1,188.65,Consumer
SHP001898,2025-07-29,2025-07-31,Old Dominion,Intermodal,GACity3,GA,NCCity3,NC,1917,2,2,0,1797.67,Consumer
SHP001899,2025-04-06,2025-04-09,AIT Logistics Partner,LTL,TXCity3,TX,PACity1,PA,914,3,3,0,1611.94,Retail
SHP001900,2025-10-13,2025-10-20,FedEx Freight,LTL,OHCity1,OH,FLCity2,FL,1954,7,7,0,3542.84,Consumer
SHP001901,2025-05-07,2025-05-12,Old Dominion,LTL,OHCity3,OH,OHCity1,OH,1586,4,5,1,1353.83,Industrial
SHP001902,2025-11-20,2025-11-25,XPO,FTL,ILCity2,IL,NCCity2,NC,2086,6,5,0,3540.81,Healthcare
SHP001903,2025-06-03,2025-06-09,FedEx Freight,Intermodal,PACity2,PA,OHCity2,OH,1329,6,6,0,2452.92,Consumer
SHP001904,2025-01-26,2025-01-31,Old Dominion,Intermodal,FLCity1,FL,PACity3,PA,527,4,5,1,587.73,Consumer
SHP001905,2025-11-23,2025-11-27,AIT Logistics Partner,LTL,ILCity1,IL,FLCity2,FL,1030,4,4,0,1667.17,Consumer
SHP001906,2025-12-06,2025-12-14,AIT Logistics Partner,LTL,ILCity1,IL,NJCity1,NJ,2242,6,8,1,2169.56,Manufacturing
SHP001907,2025-12-15,2025-12-21,UPS Supply Chain,Air,FLCity2,FL,NJCity1,NJ,452,6,6,0,486.86,Industrial
SHP001908,2025-08-24,2025-08-29,XPO,LTL,PACity1,PA,GACity3,GA,2470,5,5,0,3209.04,Industrial
SHP001909,2025-12-10,2025-12-13,FedEx Freight,Air,FLCity3,FL,AZCity1,AZ,2176,2,3,1,2228.6,Healthcare
SHP001910,2025-01-31,2025-02-04,AIT Logistics Partner,FTL,GACity2,GA,GACity1,GA,705,4,4,0,598.57,Retail
SHP001911,2025-12-16,2025-12-23,AIT Logistics Partner,FTL,AZCity3,AZ,OHCity1,OH,2546,7,7,0,4318.22,Healthcare
SHP001912,2025-03-28,2025-04-04,FedEx Freight,Intermodal,NCCity1,NC,NJCity3,NJ,2015,7,7,0,3296.4,Consumer
SHP001913,2025-10-03,2025-10-04,AIT Logistics Partner,Ground,PACity1,PA,GACity2,GA,2331,2,1,0,2010.63,Consumer
SHP001914,2025-05-01,2025-05-06,AIT Logistics Partner,Air,CACity1,CA,FLCity1,FL,280,2,5,1,256.98,Healthcare
SHP001915,2025-07-24,2025-08-02,UPS Supply Chain,Ground,TXCity3,TX,PACity3,PA,1162,7,9,1,1864.76,Retail
SHP001916,2025-08-01,2025-08-06,DHL Supply Chain,Ground,FLCity1,FL,TXCity3,TX,2352,4,5,1,4616.33,Healthcare
SHP001917,2025-11-24,2025-11-30,XPO,Ground,GACity1,GA,AZCity1,AZ,598,6,6,0,1105.28,Retail
SHP001918,2025-09-23,2025-09-26,FedEx Freight,LTL,PACity3,PA,PACity2,PA,2031,1,3,1,3193.47,Retail
SHP001919,2025-04-01,2025-04-05,XPO,Air,OHCity2,OH,PACity1,PA,340,4,4,0,705.95,Healthcare
SHP001920,2025-04-23,2025-04-28,AIT Logistics Partner,LTL,FLCity3,FL,PACity3,PA,244,5,5,0,458.77,Consumer
SHP001921,2025-08-20,2025-08-28,AIT Logistics Partner,Ground,PACity3,PA,TXCity2,TX,299,7,8,1,367.51,Manufacturing
SHP001922,2025-10-10,2025-10-12,FedEx Freight,Ground,AZCity2,AZ,TXCity2,TX,1102,2,2,0,2010.24,Consumer
SHP001923,2025-01-22,2025-01-23,Old Dominion,Ground,ILCity3,IL,AZCity1,AZ,1487,2,1,0,1948.72,Consumer
SHP001924,2025-02-24,2025-03-06,AIT Logistics Partner,Air,TXCity3,TX,FLCity2,FL,532,7,10,1,953.62,Healthcare
SHP001925,2025-01-02,2025-01-06,FedEx Freight,Ground,PACity3,PA,ILCity3,IL,1306,3,4,1,1359.17,Industrial
SHP001926,2025-09-22,2025-09-29,UPS Supply Chain,Ground,NCCity3,NC,FLCity1,FL,839,7,7,0,1360.6,Consumer
SHP001927,2025-05-23,2025-05-24,XPO,Air,TXCity2,TX,FLCity1,FL,2560,2,1,0,4178.22,Healthcare
SHP001928,2025-06-19,2025-06-27,AIT Logistics Partner,FTL,NJCity1,NJ,OHCity1,OH,1223,5,8,1,2199.58,Manufacturing
SHP001929,2025-03-10,2025-03-17,Old Dominion,Intermodal,PACity3,PA,GACity1,GA,458,7,7,0,829.42,Consumer
SHP001930,2025-01-29,2025-02-01,AIT Logistics Partner,Intermodal,PACity2,PA,PACity2,PA,606,3,3,0,1144.01,Healthcare
SHP001931,2025-07-22,2025-07-26,DHL Supply Chain,LTL,NCCity2,NC,ILCity3,IL,662,5,4,0,925.3,Healthcare
SHP001932,2025-05-01,2025-05-05,DHL Supply Chain,Intermodal,ILCity1,IL,OHCity3,OH,1295,2,4,1,2361.56,Industrial
SHP001933,2025-09-03,2025-09-09,Old Dominion,Ground,TXCity2,TX,CACity3,CA,2559,6,6,0,2967.58,Consumer
SHP001934,2025-03-29,2025-04-02,FedEx Freight,Ground,TXCity3,TX,CACity2,CA,795,3,4,1,1560.5,Healthcare
SHP001935,2025-10-04,2025-10-08,FedEx Freight,Ground,GACity1,GA,NCCity2,NC,2583,4,4,0,4729.98,Manufacturing
SHP001936,2025-09-03,2025-09-09,Old Dominion,FTL,PACity2,PA,NCCity3,NC,239,3,6,1,461.25,Retail
SHP001937,2025-12-09,2025-12-15,FedEx Freight,LTL,FLCity3,FL,OHCity2,OH,2573,6,6,0,4229.54,Retail
SHP001938,2025-06-11,2025-06-17,XPO,Air,FLCity3,FL,PACity3,PA,2361,6,6,0,3268.28,Industrial
SHP001939,2025-12-11,2025-12-12,DHL Supply Chain,LTL,PACity2,PA,TXCity3,TX,1000,2,1,0,1335.79,Retail
SHP001940,2025-02-11,2025-02-12,Old Dominion,Intermodal,NJCity2,NJ,GACity1,GA,204,2,1,0,212.46,Healthcare
SHP001941,2025-03-10,2025-03-14,AIT Logistics Partner,Air,CACity1,CA,NCCity3,NC,2276,4,4,0,4168.17,Consumer
SHP001942,2025-09-06,2025-09-08,DHL Supply Chain,Intermodal,NJCity2,NJ,GACity3,GA,1623,2,2,0,1569.14,Retail
SHP001943,2025-03-01,2025-03-04,XPO,FTL,PACity2,PA,NJCity3,NJ,1266,4,3,0,2013.28,Healthcare
SHP001944,2025-11-06,2025-11-10,Old Dominion,Intermodal,ILCity1,IL,CACity2,CA,1713,4,4,0,3443.79,Retail
SHP001945,2025-10-22,2025-10-25,XPO,Air,AZCity2,AZ,ILCity3,IL,1901,2,3,1,2734.11,Industrial
SHP001946,2025-03-15,2025-03-23,Old Dominion,LTL,AZCity1,AZ,NCCity1,NC,1660,6,8,1,1363.9,Consumer
SHP001947,2025-12-23,2025-12-24,DHL Supply Chain,FTL,CACity3,CA,NCCity3,NC,287,2,1,0,542.77,Healthcare
SHP001948,2025-03-14,2025-03-19,FedEx Freight,Intermodal,FLCity1,FL,NCCity2,NC,1447,5,5,0,2865.32,Retail
SHP001949,2025-07-28,2025-08-04,DHL Supply Chain,Ground,NCCity2,NC,AZCity1,AZ,243,7,7,0,352.47,Industrial
SHP001950,2025-01-13,2025-01-16,AIT Logistics Partner,FTL,GACity3,GA,OHCity1,OH,1335,3,3,0,1890.37,Industrial
SHP001951,2025-01-15,2025-01-18,XPO,LTL,NCCity3,NC,PACity2,PA,1286,2,3,1,2102.47,Consumer
SHP001952,2025-06-23,2025-06-28,XPO,Ground,TXCity2,TX,AZCity1,AZ,1664,5,5,0,2693.1,Industrial
SHP001953,2025-07-20,2025-07-21,AIT Logistics Partner,Ground,CACity2,CA,CACity2,CA,772,1,1,0,655.37,Retail
SHP001954,2025-07-15,2025-07-20,AIT Logistics Partner,Air,OHCity3,OH,ILCity2,IL,2333,5,5,0,2850.43,Consumer
SHP001955,2025-11-04,2025-11-11,Old Dominion,LTL,GACity1,GA,NJCity1,NJ,2054,4,7,1,2158.1,Healthcare
SHP001956,2025-11-29,2025-12-03,FedEx Freight,Intermodal,NCCity3,NC,OHCity1,OH,1835,5,4,0,1938.9,Manufacturing
SHP001957,2025-05-09,2025-05-10,FedEx Freight,Intermodal,ILCity3,IL,AZCity2,AZ,175,2,1,0,243.66,Industrial
SHP001958,2025-05-26,2025-05-31,Old Dominion,Air,TXCity1,TX,CACity1,CA,2041,4,5,1,3233.72,Consumer
SHP001959,2025-01-12,2025-01-18,XPO,FTL,TXCity1,TX,NCCity2,NC,2077,3,6,1,3846.87,Healthcare
SHP001960,2025-09-18,2025-09-21,DHL Supply Chain,LTL,CACity1,CA,CACity1,CA,2032,4,3,0,3531.53,Healthcare
SHP001961,2025-11-22,2025-11-24,DHL Supply Chain,LTL,CACity3,CA,FLCity3,FL,1999,2,2,0,2906.47,Manufacturing
SHP001962,2025-08-03,2025-08-10,XPO,Air,GACity1,GA,CACity2,CA,2260,7,7,0,3113.17,Manufacturing
SHP001963,2025-04-23,2025-04-27,DHL Supply Chain,LTL,TXCity2,TX,PACity2,PA,1265,2,4,1,2136.81,Retail
SHP001964,2025-01-23,2025-01-30,Old Dominion,Ground,NJCity2,NJ,GACity2,GA,1584,7,7,0,1525.73,Industrial
SHP001965,2025-10-27,2025-10-28,DHL Supply Chain,Ground,ILCity1,IL,OHCity3,OH,2504,2,1,0,3847.54,Healthcare
SHP001966,2025-05-13,2025-05-20,XPO,Air,GACity3,GA,ILCity3,IL,2272,7,7,0,4493.45,Industrial
SHP001967,2025-11-09,2025-11-12,FedEx Freight,Air,OHCity3,OH,TXCity3,TX,2473,2,3,1,3121.88,Retail
SHP001968,2025-05-12,2025-05-15,Old Dominion,FTL,CACity1,CA,NCCity1,NC,2007,2,3,1,2611.3,Healthcare
SHP001969,2025-09-22,2025-09-25,Old Dominion,Ground,TXCity3,TX,PACity2,PA,1892,2,3,1,2642.79,Healthcare
SHP001970,2025-07-29,2025-08-05,AIT Logistics Partner,Air,CACity2,CA,FLCity1,FL,1296,5,7,1,1872.92,Consumer
SHP001971,2025-04-06,2025-04-12,XPO,Intermodal,NCCity1,NC,FLCity1,FL,832,7,6,0,1469.58,Manufacturing
SHP001972,2025-06-13,2025-06-20,XPO,Ground,OHCity2,OH,ILCity1,IL,513,7,7,0,923.42,Healthcare
SHP001973,2025-10-26,2025-10-31,DHL Supply Chain,Air,TXCity1,TX,ILCity3,IL,1473,5,5,0,2320.23,Healthcare
SHP001974,2025-06-08,2025-06-12,Old Dominion,Intermodal,CACity3,CA,ILCity1,IL,1363,4,4,0,2709.64,Industrial
SHP001975,2025-12-15,2025-12-17,XPO,Air,TXCity3,TX,AZCity1,AZ,2296,2,2,0,2847.0,Manufacturing
SHP001976,2025-11-08,2025-11-13,UPS Supply Chain,Air,NCCity1,NC,TXCity2,TX,2246,4,5,1,2756.34,Healthcare
SHP001977,2025-06-29,2025-07-01,DHL Supply Chain,FTL,GACity1,GA,NJCity3,NJ,1392,2,2,0,2558.56,Industrial
SHP001978,2025-12-22,2025-12-27,Old Dominion,LTL,NJCity2,NJ,FLCity1,FL,627,5,5,0,979.02,Industrial
SHP001979,2025-04-05,2025-04-11,Old Dominion,Intermodal,TXCity3,TX,CACity1,CA,538,6,6,0,989.76,Consumer
SHP001980,2025-06-15,2025-06-19,XPO,Intermodal,NJCity2,NJ,PACity1,PA,577,4,4,0,998.99,Manufacturing
SHP001981,2025-10-07,2025-10-12,Old Dominion,Air,FLCity3,FL,NCCity2,NC,193,4,5,1,347.34,Manufacturing
SHP001982,2025-04-29,2025-05-01,UPS Supply Chain,Intermodal,NCCity1,NC,OHCity3,OH,507,2,2,0,787.35,Consumer
SHP001983,2025-12-15,2025-12-21,XPO,FTL,ILCity2,IL,OHCity2,OH,991,7,6,0,1925.97,Manufacturing
SHP001984,2025-09-20,2025-09-28,UPS Supply Chain,Ground,NJCity3,NJ,AZCity1,AZ,580,7,8,1,1195.36,Consumer
SHP001985,2025-06-17,2025-06-22,UPS Supply Chain,Ground,AZCity2,AZ,TXCity2,TX,1815,4,5,1,1453.59,Healthcare
SHP001986,2025-03-19,2025-03-26,UPS Supply Chain,Intermodal,NCCity1,NC,OHCity1,OH,915,5,7,1,1837.97,Consumer
SHP001987,2025-09-14,2025-09-20,UPS Supply Chain,LTL,GACity1,GA,NJCity2,NJ,2360,6,6,0,4398.89,Consumer
SHP001988,2025-12-09,2025-12-16,AIT Logistics Partner,FTL,AZCity3,AZ,FLCity3,FL,2254,7,7,0,2979.81,Manufacturing
SHP001989,2025-09-08,2025-09-15,XPO,Intermodal,CACity3,CA,TXCity2,TX,115,5,7,1,113.19,Industrial
SHP001990,2025-12-23,2025-12-30,FedEx Freight,Air,TXCity1,TX,NCCity3,NC,351,7,7,0,285.21,Industrial
SHP001991,2025-12-28,2026-01-02,XPO,Intermodal,GACity3,GA,NCCity2,NC,1870,4,5,1,1774.0,Manufacturing
SHP001992,2025-08-27,2025-09-02,DHL Supply Chain,Ground,FLCity1,FL,PACity3,PA,1828,4,6,1,3692.4,Industrial
SHP001993,2025-01-09,2025-01-14,FedEx Freight,LTL,CACity1,CA,AZCity2,AZ,2044,3,5,1,2295.99,Retail
SHP001994,2025-11-23,2025-11-28,FedEx Freight,LTL,OHCity2,OH,AZCity2,AZ,1641,5,5,0,3412.22,Healthcare
SHP001995,2025-08-27,2025-08-29,XPO,Intermodal,AZCity3,AZ,CACity2,CA,2456,3,2,0,3300.61,Retail
SHP001996,2025-07-19,2025-07-20,XPO,Air,TXCity3,TX,TXCity3,TX,2487,1,1,0,2504.87,Consumer
SHP001997,2025-10-24,2025-10-27,DHL Supply Chain,Air,GACity2,GA,NCCity3,NC,2193,2,3,1,3085.86,Industrial
SHP001998,2025-10-07,2025-10-13,XPO,FTL,FLCity2,FL,GACity3,GA,1167,6,6,0,1723.58,Manufacturing
SHP001999,2025-02-27,2025-03-05,FedEx Freight,Ground,NCCity2,NC,FLCity3,FL,1436,6,6,0,2905.46,Healthcare
SHP002000,2025-10-28,2025-11-04,XPO,FTL,GACity3,GA,NJCity3,NJ,2247,7,7,0,4576.89,Consumer
SHP002001,2025-10-09,2025-10-16,UPS Supply Chain,Ground,ILCity2,IL,PACity3,PA,2262,7,7,0,2169.97,Retail
SHP002002,2025-04-05,2025-04-07,XPO,Ground,OHCity2,OH,ILCity2,IL,374,2,2,0,393.96,Manufacturing
SHP002003,2025-10-25,2025-10-29,AIT Logistics Partner,Intermodal,PACity1,PA,TXCity1,TX,1305,4,4,0,1054.68,Industrial
SHP002004,2025-09-13,2025-09-19,XPO,Air,AZCity3,AZ,FLCity3,FL,1499,4,6,1,2509.73,Industrial
SHP002005,2025-06-22,2025-06-27,AIT Logistics Partner,Ground,PACity2,PA,GACity2,GA,88,5,5,0,112.68,Manufacturing
SHP002006,2025-07-10,2025-07-12,FedEx Freight,Intermodal,TXCity3,TX,AZCity1,AZ,2224,2,2,0,2573.52,Consumer
SHP002007,2025-10-28,2025-11-04,DHL Supply Chain,Ground,CACity1,CA,ILCity1,IL,439,7,7,0,574.15,Manufacturing
SHP002008,2025-03-18,2025-03-25,UPS Supply Chain,FTL,PACity3,PA,AZCity3,AZ,286,4,7,1,481.74,Consumer
SHP002009,2025-07-16,2025-07-18,Old Dominion,Ground,CACity3,CA,CACity3,CA,1856,3,2,0,3164.62,Industrial
SHP002010,2025-03-25,2025-03-31,XPO,LTL,NJCity3,NJ,OHCity3,OH,1738,3,6,1,1884.08,Industrial
SHP002011,2025-01-26,2025-01-29,UPS Supply Chain,FTL,OHCity3,OH,GACity1,GA,716,3,3,0,761.28,Retail
SHP002012,2025-09-09,2025-09-10,FedEx Freight,FTL,PACity2,PA,PACity2,PA,716,1,1,0,1270.38,Industrial
SHP002013,2025-05-01,2025-05-07,UPS Supply Chain,Intermodal,NJCity1,NJ,FLCity3,FL,92,7,6,0,114.52,Manufacturing
SHP002014,2025-12-30,2026-01-05,FedEx Freight,LTL,PACity1,PA,TXCity2,TX,1843,3,6,1,3492.5,Healthcare
SHP002015,2025-04-14,2025-04-22,Old Dominion,LTL,ILCity2,IL,GACity2,GA,2495,6,8,1,4958.46,Retail
SHP002016,2025-06-14,2025-06-19,DHL Supply Chain,Air,GACity1,GA,AZCity3,AZ,2510,3,5,1,4816.02,Healthcare
SHP002017,2025-09-13,2025-09-15,DHL Supply Chain,LTL,CACity3,CA,AZCity2,AZ,494,2,2,0,895.29,Consumer
SHP002018,2025-12-24,2025-12-26,AIT Logistics Partner,LTL,AZCity2,AZ,PACity1,PA,960,2,2,0,865.91,Retail
SHP002019,2025-07-25,2025-07-30,Old Dominion,LTL,PACity3,PA,ILCity2,IL,689,5,5,0,1099.03,Manufacturing
SHP002020,2025-10-18,2025-10-22,Old Dominion,Ground,TXCity2,TX,TXCity1,TX,1349,4,4,0,1804.85,Retail
SHP002021,2025-09-03,2025-09-04,FedEx Freight,Ground,NJCity3,NJ,PACity2,PA,1053,2,1,0,1439.94,Manufacturing
SHP002022,2025-09-03,2025-09-08,FedEx Freight,Intermodal,FLCity3,FL,ILCity1,IL,179,6,5,0,254.23,Industrial
SHP002023,2025-09-05,2025-09-10,UPS Supply Chain,Ground,ILCity3,IL,AZCity1,AZ,2031,4,5,1,2436.07,Retail
SHP002024,2025-01-20,2025-01-24,Old Dominion,LTL,PACity1,PA,NJCity3,NJ,1632,4,4,0,2278.02,Retail
SHP002025,2025-12-15,2025-12-21,Old Dominion,FTL,NJCity2,NJ,OHCity1,OH,664,5,6,1,592.11,Retail
SHP002026,2025-01-06,2025-01-09,DHL Supply Chain,LTL,ILCity1,IL,FLCity3,FL,230,3,3,0,423.63,Retail
SHP002027,2025-04-24,2025-05-01,DHL Supply Chain,Ground,FLCity1,FL,CACity2,CA,1041,7,7,0,2061.17,Manufacturing
SHP002028,2025-04-29,2025-05-03,Old Dominion,LTL,TXCity2,TX,AZCity1,AZ,1491,4,4,0,2192.68,Manufacturing
SHP002029,2025-09-06,2025-09-09,XPO,FTL,NCCity2,NC,TXCity2,TX,1436,3,3,0,2024.6,Manufacturing
SHP002030,2025-06-15,2025-06-21,Old Dominion,Air,OHCity3,OH,AZCity3,AZ,1333,6,6,0,1764.17,Manufacturing
SHP002031,2025-11-10,2025-11-20,UPS Supply Chain,FTL,GACity3,GA,TXCity3,TX,2485,7,10,1,4102.8,Manufacturing
SHP002032,2025-05-17,2025-05-21,DHL Supply Chain,Ground,NJCity3,NJ,FLCity2,FL,1228,4,4,0,2528.71,Manufacturing
SHP002033,2025-06-05,2025-06-10,AIT Logistics Partner,FTL,GACity2,GA,CACity2,CA,1334,5,5,0,2287.42,Healthcare
