shipment_id,ship_date,delivery_date,carrier,mode,origin_state,destination_state,distance_miles,promised_days,actual_days,delayed_flag,shipping_cost
SHP08560,2025-03-23,2025-03-26,UPS,Ground,TX,IL,1354,3,3,0,652.27
SHP08561,2025-08-19,2025-08-24,XPO,Ground,IL,GA,1868,5,5,0,230.18
SHP08562,2025-02-08,2025-02-15,XPO,Air,IL,GA,1402,5,7,1,864.3
SHP08563,2025-08-07,2025-08-13,Old Dominion,FTL,IL,GA,325,5,6,1,1144.32
SHP08564,2025-12-15,2025-12-16,FedEx,Air,TX,NJ,1368,2,1,0,1201.3
SHP08565,2025-05-09,2025-05-15,XPO,Air,NJ,TX,1884,6,6,0,1582.61
SHP08566,2025-12-13,2025-12-16,FedEx,Ground,TX,IL,1065,3,3,0,203.58
SHP08567,2025-12-13,2025-12-16,UPS,LTL,CA,IL,1591,3,3,0,244.7
SHP08568,2025-01-08,2025-01-13,XPO,LTL,NJ,NJ,1081,5,5,0,1406.74
SHP08569,2025-03-16,2025-03-24,XPO,LTL,IL,NJ,1956,7,8,1,1388.21
SHP08570,2025-11-05,2025-11-11,Old Dominion,FTL,TX,TX,238,4,6,1,1216.25
SHP08571,2025-03-26,2025-04-01,Old Dominion,Ground,GA,GA,1448,4,6,1,899.28
SHP08572,2025-08-26,2025-09-01,XPO,Air,NJ,NJ,1929,7,6,0,1015.69
SHP08573,2025-04-16,2025-04-25,XPO,FTL,IL,IL,1265,7,9,1,1483.02
SHP08574,2025-01-09,2025-01-14,Old Dominion,Air,TX,CA,922,5,5,0,1265.21
SHP08575,2025-07-17,2025-07-24,Old Dominion,FTL,IL,GA,740,5,7,1,782.5
SHP08576,2025-11-01,2025-11-03,UPS,Air,NJ,GA,119,2,2,0,1889.99
SHP08577,2025-09-24,2025-09-27,DHL,Ground,NJ,NJ,472,4,3,0,1463.85
SHP08578,2025-01-14,2025-01-18,UPS,LTL,TX,CA,392,4,4,0,1754.45
SHP08579,2025-03-02,2025-03-07,DHL,Ground,IL,IL,162,5,5,0,837.71
SHP08580,2025-12-26,2026-01-02,FedEx,Ground,GA,TX,1652,6,7,1,661.36
SHP08581,2025-06-11,2025-06-12,XPO,LTL,TX,IL,1318,2,1,0,1136.32
SHP08582,2025-01-05,2025-01-07,XPO,Ground,GA,CA,627,3,2,0,1146.81
SHP08583,2025-04-15,2025-04-18,XPO,Ground,IL,GA,1465,3,3,0,1631.07
SHP08584,2025-02-08,2025-02-14,FedEx,LTL,IL,CA,518,5,6,1,250.1
SHP08585,2025-07-04,2025-07-10,Old Dominion,FTL,NJ,GA,1695,7,6,0,1326.27
SHP08586,2025-04-04,2025-04-11,Old Dominion,Air,CA,TX,979,5,7,1,1082.96
SHP08587,2025-12-20,2025-12-24,DHL,Ground,CA,CA,1133,3,4,1,180.8
SHP08588,2025-12-07,2025-12-12,Old Dominion,FTL,TX,TX,1618,6,5,0,182.45
SHP08589,2025-02-13,2025-02-18,FedEx,FTL,NJ,CA,428,3,5,1,1408.94
SHP08590,2025-08-25,2025-08-31,FedEx,FTL,IL,CA,357,4,6,1,1021.2
SHP08591,2025-08-05,2025-08-11,FedEx,Ground,TX,NJ,1845,5,6,1,789.28
SHP08592,2025-04-17,2025-04-19,DHL,Ground,GA,NJ,262,3,2,0,661.65
SHP08593,2025-10-24,2025-10-25,Old Dominion,Ground,GA,CA,750,2,1,0,1961.78
SHP08594,2025-02-03,2025-02-04,UPS,Air,NJ,IL,1940,2,1,0,339.01
SHP08595,2025-03-21,2025-03-26,UPS,Air,GA,IL,455,4,5,1,819.45
SHP08596,2025-03-13,2025-03-18,UPS,LTL,CA,NJ,464,3,5,1,1268.45
SHP08597,2025-01-01,2025-01-05,DHL,FTL,TX,TX,1439,2,4,1,1801.66
SHP08598,2025-11-27,2025-12-01,FedEx,Air,CA,TX,1685,2,4,1,1408.03
SHP08599,2025-04-24,2025-04-29,Old Dominion,Air,GA,IL,787,4,5,1,1324.37
SHP08600,2025-02-05,2025-02-10,XPO,Ground,TX,TX,1500,5,5,0,600.79
SHP08601,2025-06-29,2025-07-03,UPS,LTL,NJ,TX,1066,4,4,0,1518.85
SHP08602,2025-07-07,2025-07-12,XPO,Air,IL,CA,1205,5,5,0,1658.13
SHP08603,2025-04-27,2025-05-01,Old Dominion,LTL,TX,NJ,628,5,4,0,1141.52
SHP08604,2025-07-04,2025-07-10,UPS,FTL,IL,GA,730,5,6,1,1882.18
SHP08605,2025-07-15,2025-07-21,XPO,Air,IL,IL,1862,7,6,0,548.34
SHP08606,2025-09-13,2025-09-21,FedEx,FTL,GA,TX,1111,6,8,1,1418.84
SHP08607,2025-02-10,2025-02-13,Old Dominion,Air,TX,CA,681,4,3,0,1592.87
SHP08608,2025-04-20,2025-04-28,XPO,LTL,IL,TX,1781,7,8,1,872.66
SHP08609,2025-11-17,2025-11-19,Old Dominion,Ground,NJ,TX,1879,3,2,0,1726.76
SHP08610,2025-07-14,2025-07-16,FedEx,Air,GA,IL,774,2,2,0,1131.05
SHP08611,2025-07-29,2025-08-01,UPS,Ground,TX,TX,1334,4,3,0,1916.06
SHP08612,2025-01-13,2025-01-18,FedEx,FTL,IL,TX,203,6,5,0,889.15
SHP08613,2025-03-31,2025-04-05,UPS,Air,IL,IL,845,3,5,1,263.18
SHP08614,2025-05-04,2025-05-11,UPS,Ground,NJ,NJ,1336,6,7,1,342.88
SHP08615,2025-04-18,2025-04-27,XPO,Ground,CA,CA,692,7,9,1,1517.46
SHP08616,2025-02-14,2025-02-22,XPO,Ground,TX,CA,467,6,8,1,103.48
SHP08617,2025-10-18,2025-10-24,UPS,Air,TX,TX,241,5,6,1,1938.94
SHP08618,2025-02-04,2025-02-09,XPO,Air,IL,GA,789,3,5,1,1772.69
SHP08619,2025-07-03,2025-07-08,Old Dominion,LTL,CA,GA,161,5,5,0,1838.31
SHP08620,2025-04-20,2025-04-27,UPS,FTL,IL,GA,913,5,7,1,163.43
SHP08621,2025-06-05,2025-06-06,XPO,LTL,CA,IL,771,2,1,0,948.17
SHP08622,2025-04-16,2025-04-22,XPO,Air,TX,GA,1026,7,6,0,1062.48
SHP08623,2025-10-18,2025-10-24,Old Dominion,Air,CA,IL,780,5,6,1,266.79
SHP08624,2025-07-06,2025-07-12,UPS,FTL,IL,TX,1474,4,6,1,1218.99
SHP08625,2025-10-16,2025-10-21,FedEx,Air,IL,IL,757,4,5,1,1560.13
SHP08626,2025-08-31,2025-09-04,FedEx,LTL,CA,TX,452,3,4,1,1557.6
SHP08627,2025-12-22,2025-12-27,FedEx,Air,IL,TX,646,5,5,0,1595.42
SHP08628,2025-12-22,2025-12-25,FedEx,Air,TX,CA,171,4,3,0,1690.85
SHP08629,2025-10-05,2025-10-10,FedEx,FTL,CA,TX,839,5,5,0,904.85
SHP08630,2025-03-15,2025-03-23,Old Dominion,Ground,NJ,IL,1765,6,8,1,1269.9
SHP08631,2025-11-09,2025-11-18,FedEx,Ground,IL,NJ,453,7,9,1,1766.14
SHP08632,2025-06-03,2025-06-07,DHL,LTL,NJ,GA,355,3,4,1,1827.29
SHP08633,2025-05-15,2025-05-19,FedEx,Air,IL,TX,816,4,4,0,1761.36
SHP08634,2025-04-19,2025-04-26,Old Dominion,LTL,TX,TX,1178,5,7,1,1070.26
SHP08635,2025-10-16,2025-10-21,XPO,Air,TX,CA,341,5,5,0,1911.36
SHP08636,2025-12-30,2026-01-01,XPO,FTL,TX,GA,1287,2,2,0,1726.86
SHP08637,2025-10-09,2025-10-11,FedEx,FTL,NJ,CA,270,3,2,0,1498.65
SHP08638,2025-08-16,2025-08-20,UPS,Air,TX,TX,692,2,4,1,1973.7
SHP08639,2025-07-20,2025-07-24,UPS,LTL,TX,GA,1903,4,4,0,1498.66
SHP08640,2025-05-30,2025-06-05,UPS,LTL,NJ,TX,920,6,6,0,576.46
SHP08641,2025-09-05,2025-09-08,Old Dominion,Ground,CA,GA,1712,2,3,1,1017.23
SHP08642,2025-12-09,2025-12-15,Old Dominion,LTL,NJ,IL,222,5,6,1,845.1
SHP08643,2025-06-16,2025-06-23,UPS,LTL,IL,IL,193,6,7,1,1449.62
SHP08644,2025-01-13,2025-01-19,DHL,Ground,TX,CA,995,6,6,0,1359.48
SHP08645,2025-05-23,2025-05-27,XPO,Air,TX,IL,1978,5,4,0,378.38
SHP08646,2025-04-29,2025-05-07,XPO,Ground,CA,CA,128,7,8,1,103.62
SHP08647,2025-08-29,2025-09-02,XPO,LTL,IL,TX,1987,5,4,0,1945.84
SHP08648,2025-06-19,2025-06-23,Old Dominion,Air,NJ,GA,1490,3,4,1,1661.11
SHP08649,2025-07-23,2025-07-28,Old Dominion,Air,TX,TX,1019,4,5,1,323.81
SHP08650,2025-08-14,2025-08-18,DHL,FTL,TX,CA,277,4,4,0,1022.73
SHP08651,2025-07-24,2025-07-28,DHL,Air,IL,CA,1213,3,4,1,1317.8
SHP08652,2025-01-25,2025-02-02,UPS,LTL,NJ,IL,1048,6,8,1,451.57
SHP08653,2025-07-14,2025-07-17,DHL,FTL,NJ,CA,598,3,3,0,1347.64
SHP08654,2025-12-31,2026-01-06,XPO,LTL,NJ,IL,1257,7,6,0,1698.47
SHP08655,2025-06-23,2025-06-29,XPO,Ground,CA,TX,1930,7,6,0,665.02
SHP08656,2025-12-19,2025-12-21,XPO,LTL,TX,CA,1092,2,2,0,691.23
SHP08657,2025-12-29,2026-01-06,FedEx,LTL,CA,NJ,1434,6,8,1,1263.27
SHP08658,2025-12-23,2025-12-30,UPS,Air,IL,IL,1354,7,7,0,501.13
SHP08659,2025-10-27,2025-10-31,Old Dominion,LTL,IL,IL,363,2,4,1,1929.91
SHP08660,2025-02-08,2025-02-11,DHL,Ground,CA,GA,1449,4,3,0,453.68
SHP08661,2025-07-23,2025-07-27,XPO,LTL,NJ,CA,1625,5,4,0,1161.29
SHP08662,2025-04-11,2025-04-16,Old Dominion,FTL,CA,IL,1958,6,5,0,1533.11
SHP08663,2025-07-28,2025-08-05,FedEx,Ground,NJ,TX,385,6,8,1,875.1
SHP08664,2025-01-05,2025-01-08,XPO,Air,GA,CA,338,2,3,1,1543.53
SHP08665,2025-05-27,2025-05-29,XPO,Air,TX,CA,1998,3,2,0,1802.31
SHP08666,2025-07-26,2025-07-31,FedEx,FTL,NJ,TX,1345,5,5,0,656.26
SHP08667,2025-08-06,2025-08-10,UPS,Ground,IL,GA,818,5,4,0,1399.64
SHP08668,2025-07-11,2025-07-16,XPO,LTL,IL,TX,1586,5,5,0,884.58
SHP08669,2025-10-25,2025-11-01,XPO,LTL,NJ,CA,1354,5,7,1,104.91
SHP08670,2025-10-14,2025-10-18,XPO,Air,IL,GA,1309,5,4,0,1634.18
SHP08671,2025-11-22,2025-11-28,XPO,LTL,GA,TX,1654,6,6,0,711.79
SHP08672,2025-04-21,2025-04-23,UPS,Ground,GA,CA,212,2,2,0,1533.2
SHP08673,2025-11-24,2025-11-29,Old Dominion,Ground,NJ,CA,1426,3,5,1,1891.24
SHP08674,2025-04-05,2025-04-09,Old Dominion,Air,GA,NJ,1794,2,4,1,785.33
SHP08675,2025-08-12,2025-08-17,FedEx,LTL,CA,GA,521,5,5,0,959.3
SHP08676,2025-01-20,2025-01-26,XPO,FTL,CA,TX,1581,7,6,0,1411.03
SHP08677,2025-09-25,2025-10-01,UPS,FTL,IL,NJ,493,6,6,0,1721.45
SHP08678,2025-05-08,2025-05-12,Old Dominion,Air,TX,CA,1052,2,4,1,1564.71
SHP08679,2025-04-17,2025-04-22,XPO,FTL,TX,CA,1419,3,5,1,1858.11
SHP08680,2025-02-21,2025-03-01,DHL,Air,TX,TX,1152,6,8,1,416.47
SHP08681,2025-06-03,2025-06-08,Old Dominion,FTL,NJ,NJ,1492,3,5,1,1088.21
SHP08682,2025-02-11,2025-02-16,DHL,FTL,IL,TX,243,5,5,0,500.95
SHP08683,2025-06-18,2025-06-22,DHL,FTL,IL,IL,1521,2,4,1,1396.78
SHP08684,2025-05-16,2025-05-22,Old Dominion,Ground,CA,CA,1088,4,6,1,1885.58
SHP08685,2025-10-03,2025-10-09,Old Dominion,LTL,IL,NJ,1681,5,6,1,578.75
SHP08686,2025-10-29,2025-11-02,Old Dominion,LTL,TX,IL,224,5,4,0,1431.54
SHP08687,2025-12-28,2026-01-04,UPS,Air,IL,TX,1719,7,7,0,905.16
SHP08688,2025-08-31,2025-09-06,DHL,Ground,GA,CA,1568,4,6,1,1756.95
SHP08689,2025-11-19,2025-11-26,Old Dominion,LTL,IL,GA,1728,7,7,0,507.6
SHP08690,2025-04-24,2025-04-26,XPO,LTL,NJ,CA,1337,2,2,0,1504.77
SHP08691,2025-01-11,2025-01-16,DHL,FTL,TX,TX,449,3,5,1,1569.61
SHP08692,2025-10-30,2025-11-04,XPO,Ground,CA,CA,332,3,5,1,1055.37
SHP08693,2025-01-13,2025-01-19,FedEx,LTL,IL,GA,157,4,6,1,1111.58
SHP08694,2025-03-26,2025-03-29,Old Dominion,Air,CA,NJ,1831,3,3,0,1876.31
SHP08695,2025-01-07,2025-01-13,XPO,Air,NJ,NJ,1026,7,6,0,1397.46
SHP08696,2025-11-06,2025-11-09,Old Dominion,LTL,GA,NJ,978,4,3,0,176.38
SHP08697,2025-01-08,2025-01-13,FedEx,FTL,TX,GA,1427,6,5,0,1471.2
SHP08698,2025-01-19,2025-01-27,FedEx,LTL,TX,NJ,1636,6,8,1,1262.91
SHP08699,2025-01-23,2025-01-29,XPO,LTL,TX,GA,1936,6,6,0,1143.29
SHP08700,2025-09-25,2025-09-28,XPO,LTL,TX,GA,948,4,3,0,231.97
SHP08701,2025-10-17,2025-10-24,XPO,Ground,IL,IL,1500,6,7,1,681.02
SHP08702,2025-05-15,2025-05-17,FedEx,Ground,NJ,IL,355,3,2,0,711.28
SHP08703,2025-08-16,2025-08-19,FedEx,Ground,TX,GA,1102,3,3,0,1009.94
SHP08704,2025-04-14,2025-04-17,Old Dominion,Ground,TX,NJ,709,2,3,1,446.69
SHP08705,2025-12-06,2025-12-13,UPS,Air,NJ,GA,1584,6,7,1,1701.44
SHP08706,2025-12-14,2025-12-22,Old Dominion,Ground,IL,CA,319,6,8,1,334.86
SHP08707,2025-07-07,2025-07-14,Old Dominion,FTL,GA,IL,725,6,7,1,933.59
SHP08708,2025-07-31,2025-08-04,DHL,FTL,NJ,TX,790,2,4,1,1669.82
SHP08709,2025-06-25,2025-06-30,FedEx,Air,CA,NJ,665,3,5,1,658.02
SHP08710,2025-04-21,2025-04-25,DHL,LTL,GA,NJ,187,2,4,1,853.03
SHP08711,2025-07-16,2025-07-21,Old Dominion,LTL,GA,TX,113,6,5,0,1981.55
SHP08712,2025-11-26,2025-12-05,DHL,FTL,NJ,CA,1012,7,9,1,1636.42
SHP08713,2025-09-02,2025-09-06,Old Dominion,LTL,TX,GA,1601,2,4,1,766.89
SHP08714,2025-09-13,2025-09-21,FedEx,FTL,IL,NJ,1043,7,8,1,1495.99
SHP08715,2025-02-09,2025-02-11,DHL,LTL,GA,IL,1696,2,2,0,873.32
SHP08716,2025-06-26,2025-07-04,XPO,FTL,TX,CA,1321,7,8,1,1737.33
SHP08717,2025-03-19,2025-03-25,UPS,Ground,IL,IL,333,5,6,1,602.45
SHP08718,2025-04-16,2025-04-22,FedEx,Ground,GA,IL,752,6,6,0,914.19
SHP08719,2025-03-06,2025-03-10,DHL,LTL,GA,GA,714,4,4,0,216.16
SHP08720,2025-01-29,2025-02-01,XPO,LTL,NJ,GA,331,4,3,0,759.46
SHP08721,2025-10-07,2025-10-15,XPO,Air,TX,TX,1572,6,8,1,502.76
SHP08722,2025-11-22,2025-11-25,UPS,FTL,NJ,CA,1866,4,3,0,1962.85
SHP08723,2025-01-27,2025-02-02,DHL,Ground,NJ,TX,503,6,6,0,1231.72
SHP08724,2025-01-22,2025-01-24,FedEx,LTL,NJ,TX,834,3,2,0,788.06
SHP08725,2025-10-13,2025-10-18,UPS,LTL,IL,GA,1934,4,5,1,722.39
SHP08726,2025-06-22,2025-06-28,XPO,FTL,TX,CA,1957,4,6,1,906.98
SHP08727,2025-01-21,2025-01-27,XPO,Ground,NJ,NJ,1189,6,6,0,600.06
SHP08728,2025-07-27,2025-08-01,DHL,LTL,TX,TX,697,6,5,0,1088.24
SHP08729,2025-10-29,2025-11-04,Old Dominion,FTL,GA,TX,549,5,6,1,1899.78
SHP08730,2025-01-19,2025-01-23,DHL,LTL,CA,TX,1654,4,4,0,634.28
SHP08731,2025-01-12,2025-01-16,XPO,LTL,GA,NJ,598,4,4,0,866.49
SHP08732,2025-06-25,2025-07-02,FedEx,Ground,NJ,NJ,1970,6,7,1,621.54
SHP08733,2025-12-18,2025-12-22,FedEx,FTL,IL,IL,1301,4,4,0,1751.04
SHP08734,2025-07-14,2025-07-18,Old Dominion,FTL,TX,IL,359,5,4,0,610.45
SHP08735,2025-09-27,2025-10-03,DHL,LTL,GA,GA,1989,5,6,1,1886.04
SHP08736,2025-05-23,2025-05-29,DHL,LTL,IL,GA,1010,7,6,0,1499.57
SHP08737,2025-12-06,2025-12-13,FedEx,Air,NJ,TX,1019,7,7,0,1040.63
SHP08738,2025-12-09,2025-12-18,UPS,LTL,NJ,GA,1939,7,9,1,888.53
SHP08739,2025-04-16,2025-04-23,FedEx,LTL,IL,TX,1706,7,7,0,887.77
SHP08740,2025-01-14,2025-01-19,UPS,FTL,IL,IL,1172,6,5,0,1412.03
SHP08741,2025-04-11,2025-04-17,FedEx,FTL,CA,GA,1015,6,6,0,629.72
SHP08742,2025-07-24,2025-07-27,Old Dominion,LTL,CA,TX,388,3,3,0,946.58
SHP08743,2025-11-06,2025-11-13,XPO,Ground,NJ,NJ,1233,7,7,0,410.8
SHP08744,2025-01-22,2025-01-28,FedEx,LTL,TX,CA,326,5,6,1,786.67
SHP08745,2025-02-19,2025-02-23,DHL,FTL,GA,GA,796,2,4,1,1636.31
SHP08746,2025-09-20,2025-09-26,DHL,FTL,CA,GA,488,6,6,0,578.69
SHP08747,2025-08-15,2025-08-16,UPS,Ground,NJ,GA,1886,2,1,0,103.43
SHP08748,2025-05-07,2025-05-08,FedEx,LTL,GA,NJ,963,2,1,0,1043.44
SHP08749,2025-04-18,2025-04-20,UPS,FTL,GA,IL,940,2,2,0,1534.91
SHP08750,2025-09-11,2025-09-18,FedEx,FTL,CA,NJ,909,7,7,0,969.45
SHP08751,2025-07-04,2025-07-11,UPS,LTL,GA,IL,1980,6,7,1,751.76
SHP08752,2025-05-31,2025-06-06,FedEx,Ground,IL,IL,132,7,6,0,1694.91
SHP08753,2025-06-07,2025-06-16,DHL,FTL,NJ,TX,1034,7,9,1,1951.83
SHP08754,2025-04-05,2025-04-07,FedEx,FTL,IL,TX,1547,3,2,0,1334.55
SHP08755,2025-07-14,2025-07-16,UPS,Air,NJ,GA,411,2,2,0,262.68
SHP08756,2025-12-31,2026-01-05,DHL,Ground,CA,NJ,906,6,5,0,632.8
SHP08757,2025-05-26,2025-06-02,FedEx,LTL,TX,NJ,1424,6,7,1,1247.47
SHP08758,2025-10-30,2025-11-03,Old Dominion,LTL,CA,NJ,517,5,4,0,214.35
SHP08759,2025-08-27,2025-09-03,UPS,Air,IL,GA,790,5,7,1,880.62
SHP08760,2025-04-23,2025-05-01,XPO,LTL,CA,NJ,632,7,8,1,1195.5
SHP08761,2025-08-29,2025-09-04,DHL,Ground,TX,IL,388,6,6,0,156.78
SHP08762,2025-02-28,2025-03-03,Old Dominion,Ground,NJ,IL,1802,3,3,0,416.35
SHP08763,2025-09-14,2025-09-21,Old Dominion,FTL,IL,TX,1832,6,7,1,1362.89
SHP08764,2025-04-20,2025-04-23,Old Dominion,LTL,GA,NJ,1621,4,3,0,362.15
SHP08765,2025-03-20,2025-03-26,UPS,Ground,GA,CA,718,5,6,1,1428.22
SHP08766,2025-05-26,2025-05-28,DHL,Air,GA,IL,181,3,2,0,1645.87
SHP08767,2025-06-01,2025-06-04,FedEx,Air,TX,NJ,1570,4,3,0,454.45
SHP08768,2025-05-02,2025-05-09,Old Dominion,Air,TX,IL,1050,5,7,1,511.15
SHP08769,2025-10-07,2025-10-10,FedEx,Air,GA,IL,535,3,3,0,1950.34
SHP08770,2025-08-19,2025-08-25,DHL,LTL,GA,CA,577,4,6,1,244.59
SHP08771,2025-10-12,2025-10-13,UPS,LTL,NJ,CA,221,2,1,0,1256.76
SHP08772,2025-09-09,2025-09-16,UPS,Ground,GA,NJ,975,7,7,0,1518.68
SHP08773,2025-11-20,2025-11-26,Old Dominion,Air,NJ,TX,829,6,6,0,907.16
SHP08774,2025-10-22,2025-10-25,DHL,FTL,IL,TX,1319,2,3,1,169.94
SHP08775,2025-06-24,2025-06-30,FedEx,Air,IL,IL,820,4,6,1,856.5
SHP08776,2025-01-04,2025-01-12,XPO,Ground,IL,TX,401,7,8,1,1701.46
SHP08777,2025-10-11,2025-10-19,Old Dominion,Air,TX,IL,894,6,8,1,1741.07
SHP08778,2025-03-11,2025-03-14,Old Dominion,LTL,NJ,CA,606,3,3,0,1522.12
SHP08779,2025-12-14,2025-12-21,DHL,FTL,GA,TX,1569,5,7,1,665.63
SHP08780,2025-04-26,2025-05-05,DHL,Ground,GA,GA,764,7,9,1,1019.3
SHP08781,2025-10-23,2025-10-28,UPS,Air,TX,IL,364,4,5,1,715.12
SHP08782,2025-11-15,2025-11-17,DHL,Air,IL,NJ,757,3,2,0,205.16
SHP08783,2025-10-04,2025-10-08,Old Dominion,FTL,IL,NJ,465,5,4,0,509.6
SHP08784,2025-10-09,2025-10-13,XPO,Ground,IL,CA,682,3,4,1,1131.1
SHP08785,2025-09-02,2025-09-09,UPS,Air,TX,IL,213,5,7,1,1067.17
SHP08786,2025-10-05,2025-10-09,UPS,Ground,GA,CA,1878,3,4,1,485.0
SHP08787,2025-04-27,2025-05-05,UPS,FTL,CA,IL,513,7,8,1,1014.93
SHP08788,2025-08-15,2025-08-18,FedEx,Ground,NJ,GA,186,2,3,1,663.94
SHP08789,2025-10-26,2025-11-02,Old Dominion,LTL,GA,TX,1888,6,7,1,1823.09
SHP08790,2025-06-16,2025-06-21,Old Dominion,FTL,NJ,TX,1065,6,5,0,913.18
SHP08791,2025-11-19,2025-11-24,Old Dominion,LTL,NJ,TX,684,6,5,0,980.67
SHP08792,2025-09-13,2025-09-15,XPO,FTL,IL,TX,147,2,2,0,1741.16
SHP08793,2025-09-27,2025-10-03,Old Dominion,Air,TX,CA,1011,4,6,1,342.95
SHP08794,2025-06-13,2025-06-16,DHL,Ground,TX,GA,709,3,3,0,1983.42
SHP08795,2025-07-23,2025-07-31,UPS,Ground,GA,TX,160,7,8,1,1756.94
SHP08796,2025-01-12,2025-01-15,XPO,Ground,GA,CA,1467,2,3,1,638.32
SHP08797,2025-01-13,2025-01-21,DHL,Ground,GA,TX,503,7,8,1,921.25
SHP08798,2025-12-27,2026-01-03,DHL,FTL,NJ,CA,678,5,7,1,1118.63
SHP08799,2025-04-28,2025-05-01,Old Dominion,Air,IL,GA,1935,4,3,0,1670.88
SHP08800,2025-10-01,2025-10-08,Old Dominion,Air,IL,GA,423,5,7,1,199.79
SHP08801,2025-06-12,2025-06-16,DHL,Air,TX,TX,741,2,4,1,347.86
SHP08802,2025-08-18,2025-08-21,XPO,Air,CA,CA,551,4,3,0,679.38
SHP08803,2025-10-13,2025-10-18,DHL,Ground,IL,NJ,1457,4,5,1,1322.12
SHP08804,2025-10-03,2025-10-06,DHL,Ground,CA,IL,1620,2,3,1,647.98
SHP08805,2025-06-28,2025-07-02,DHL,Ground,NJ,GA,577,4,4,0,140.92
SHP08806,2025-11-12,2025-11-18,Old Dominion,FTL,GA,CA,201,4,6,1,1451.34
SHP08807,2025-07-22,2025-07-26,XPO,Air,CA,CA,1428,2,4,1,1413.14
SHP08808,2025-07-22,2025-07-26,DHL,FTL,IL,TX,796,2,4,1,1752.63
SHP08809,2025-12-12,2025-12-20,UPS,Air,NJ,CA,1020,6,8,1,1221.96
SHP08810,2025-06-10,2025-06-12,DHL,LTL,CA,GA,979,2,2,0,815.76
SHP08811,2025-02-23,2025-02-24,DHL,FTL,GA,CA,868,2,1,0,1847.61
SHP08812,2025-11-18,2025-11-20,Old Dominion,Ground,NJ,IL,1851,3,2,0,1694.65
SHP08813,2025-12-09,2025-12-14,UPS,Air,TX,IL,1312,4,5,1,733.9
SHP08814,2025-02-19,2025-02-26,FedEx,Air,NJ,GA,353,7,7,0,287.56
SHP08815,2025-06-07,2025-06-12,Old Dominion,Air,CA,IL,113,4,5,1,553.73
SHP08816,2025-04-03,2025-04-11,XPO,LTL,CA,TX,372,7,8,1,1814.15
SHP08817,2025-12-18,2025-12-25,UPS,Air,NJ,IL,1255,7,7,0,1657.11
SHP08818,2025-07-12,2025-07-14,XPO,Ground,GA,NJ,1489,3,2,0,936.65
SHP08819,2025-06-13,2025-06-16,UPS,FTL,NJ,IL,863,4,3,0,610.84
SHP08820,2025-08-08,2025-08-15,XPO,FTL,NJ,IL,585,7,7,0,334.6
SHP08821,2025-02-15,2025-02-22,DHL,Air,CA,IL,1313,6,7,1,855.67
SHP08822,2025-05-10,2025-05-16,FedEx,FTL,GA,GA,983,5,6,1,1903.87
SHP08823,2025-05-11,2025-05-14,XPO,FTL,IL,CA,1763,4,3,0,150.94
SHP08824,2025-08-30,2025-09-03,XPO,FTL,NJ,IL,1016,3,4,1,284.63
SHP08825,2025-02-15,2025-02-19,FedEx,FTL,NJ,NJ,224,3,4,1,1575.63
SHP08826,2025-03-07,2025-03-09,XPO,LTL,IL,CA,905,3,2,0,1694.49
SHP08827,2025-01-12,2025-01-18,DHL,Ground,CA,GA,868,7,6,0,419.44
SHP08828,2025-02-23,2025-02-27,UPS,Air,IL,IL,1899,3,4,1,927.22
SHP08829,2025-02-20,2025-02-26,DHL,Ground,IL,TX,1965,7,6,0,1941.3
SHP08830,2025-01-13,2025-01-18,Old Dominion,LTL,NJ,CA,904,4,5,1,1402.65
SHP08831,2025-03-15,2025-03-21,UPS,LTL,TX,TX,1827,7,6,0,1229.53
SHP08832,2025-06-07,2025-06-15,FedEx,Air,TX,NJ,1430,7,8,1,198.37
SHP08833,2025-06-13,2025-06-17,UPS,Ground,TX,TX,1394,2,4,1,108.39
SHP08834,2025-12-17,2025-12-23,Old Dominion,LTL,TX,IL,1641,5,6,1,302.06
SHP08835,2025-01-10,2025-01-16,FedEx,Air,TX,GA,1328,6,6,0,420.97
SHP08836,2025-09-03,2025-09-06,FedEx,FTL,NJ,CA,702,4,3,0,980.79
SHP08837,2025-04-02,2025-04-06,FedEx,LTL,GA,IL,921,2,4,1,703.08
SHP08838,2025-12-19,2025-12-23,XPO,Ground,GA,GA,1813,2,4,1,1811.02
SHP08839,2025-09-20,2025-09-25,DHL,Ground,NJ,GA,1304,5,5,0,1136.36
SHP08840,2025-09-10,2025-09-19,UPS,FTL,TX,GA,364,7,9,1,1738.9
SHP08841,2025-01-26,2025-02-02,FedEx,Ground,NJ,NJ,1700,6,7,1,357.74
SHP08842,2025-01-30,2025-02-04,Old Dominion,Air,CA,NJ,796,6,5,0,341.52
SHP08843,2025-09-09,2025-09-10,UPS,LTL,NJ,IL,978,2,1,0,663.37
SHP08844,2025-08-05,2025-08-12,XPO,Air,IL,NJ,845,6,7,1,1750.43
SHP08845,2025-04-02,2025-04-05,XPO,Ground,GA,CA,1091,2,3,1,1849.32
SHP08846,2025-11-11,2025-11-16,DHL,LTL,TX,GA,250,5,5,0,561.2
SHP08847,2025-03-24,2025-03-28,FedEx,Ground,IL,CA,241,5,4,0,1547.46
SHP08848,2025-05-13,2025-05-17,Old Dominion,Air,CA,GA,1597,2,4,1,1628.55
SHP08849,2025-08-07,2025-08-13,UPS,FTL,NJ,IL,806,7,6,0,424.56
